,id,sentence_text,ner_tags_str,entities_pred,llm_time,llm_prompt_tokens,llm_completion_tokens
21,5769,Roda JC Kerkrade 2 0 2 0 2 2 2,B-ORG I-ORG I-ORG O O O O O O O,"[{'entity': 'Roda JC', 'label': 'ORG'}, {'entity': 'Kerkrade', 'label': 'LOC'}]",0.507908821105957,83,55
22,2460,1. Lars Riedel ( Germany ) 66.74 metres,O B-PER I-PER O B-LOC O O O,"[{'entity': 'Lars Riedel', 'label': 'PER'}, {'entity': 'Germany', 'label': 'LOC'}]",4.670391798019409,80,54
23,5724,"PSV Eindhoven 4 ( Faber 32nd , Nilis 63rd 79th , Petrovic 78th )",B-ORG I-ORG O O B-PER O O B-PER O O O B-PER O O,"[{'entity': 'PSV Eindhoven', 'label': 'ORG'}, {'entity': 'Faber', 'label': 'PER'}, {'entity': 'Nilis', 'label': 'PER'}, {'entity': 'Petrovic', 'label': 'PER'}]",0.9392387866973876,94,93
24,3426,"A Belgian man died and 31 people were injured after an accident in Friday 's opening phase of the world championship 1,000 Lakes Rally .",O B-MISC O O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC O,"[{'entity': 'Belgian', 'label': 'LOC'}, {'entity': 'world championship 1,000 Lakes Rally', 'label': 'MISC'}]",1.9976167678833008,97,91
25,795,NEW YORK 59 69 .461 21 1/2,B-ORG I-ORG O O O O O,"[{'entity': 'NEW YORK', 'label': 'LOC'}]",2.306926965713501,84,34
26,13723,Simex Nikkei futures ended easier but off the day 's lows on Thursday .,B-MISC I-MISC O O O O O O O O O O O O,"[{'entity': 'Simex Nikkei', 'label': 'MISC'}]",0.703223466873169,83,37
27,5218,Results of Australian Rules,O O B-MISC I-MISC,"[{'entity': 'Australian Rules', 'label': 'MISC'}]",0.462207555770874,68,34
28,2146,Pittsburgh 8 HOUSTON 6,B-ORG O B-ORG O,"[{'entity': 'Pittsburgh', 'label': 'LOC'}, {'entity': 'HOUSTON', 'label': 'LOC'}]",0.6900064945220947,75,55
29,10192,West Bromwich 3 0 2 1 2 3 2,B-ORG I-ORG O O O O O O O,"[{'entity': 'West Bromwich', 'label': 'LOC'}]",5.872812032699585,81,49
30,7597,--,O,[],0.477548599243164,65,10
31,9206,One diplomat said Iraq and U.N. were still in disagreement on how many international observers would be required to ascertain the equitable distribution of humanitarian supplies that will be procured under Baghdad 's oil deal with U.N .,O O O B-LOC O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O,"[{'entity': 'Iraq', 'label': 'LOC'}, {'entity': 'U.N.', 'label': 'ORG'}, {'entity': 'Baghdad', 'label': 'LOC'}, {'entity': 'U.N.', 'label': 'ORG'}]",0.8052530288696289,108,93
32,170,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",O B-MISC O O O O B-LOC I-LOC I-LOC O O O B-MISC O O O O O B-MISC O O O O B-LOC O O O O O O B-MISC O O B-LOC I-LOC O O O O,"[{'entity': 'Afghan', 'label': 'LOC'}, {'entity': 'United Arab Emirates', 'label': 'LOC'}, {'entity': 'Russian', 'label': 'LOC'}, {'entity': 'Taleban', 'label': 'ORG'}, {'entity': 'Afghan', 'label': 'LOC'}, {'entity': 'Afghan embassy', 'label': 'ORG'}, {'entity': 'Abu Dhabi', 'label': 'LOC'}]",2.3378396034240723,105,268
33,12975,"The poll , conducted earlier this month after Banharn 's coalition completed one year in office , showed the military would prefer General Chatichai Choonhavan -- a former prime minister who was ousted in a military coup in February 1991 -- as prime minister .",O O O O O O O O B-PER O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O,"[{'entity': 'Banharn', 'label': 'PER'}, {'entity': 'General Chatichai Choonhavan', 'label': 'PER'}, {'entity': 'prime minister', 'label': 'MISC'}, {'entity': 'February 1991', 'label': 'MISC'}]",3.808838129043579,122,103
34,5461,Domingos redeemed himself by netting the equaliser just into extra time .,B-PER O O O O O O O O O O O,[],0.634857177734375,80,7
35,9736,Forsa June 6 39.0 36.0 6.0 12.0 5.0,B-ORG O O O O O O O,"[{'label': 'ORG', 'entity': 'Forsa'}]",1.229353666305542,92,49
36,10653,"Pires , one of the most promising strikers in the country , was called up for the first time this week by French manager Aime Jacquet for a friendly against Mexico on Saturday at the Parc des Princes .",B-PER O O O O O O O O O O O O O O O O O O O O O B-MISC O B-PER I-PER O O O O B-LOC O O O O B-LOC I-LOC I-LOC O,"[{'entity': 'Pires', 'label': 'PER'}, {'entity': 'Aime Jacquet', 'label': 'PER'}, {'entity': 'Mexico', 'label': 'LOC'}, {'entity': 'Parc des Princes', 'label': 'LOC'}]",0.7787373065948486,107,93
37,10379,""" When I saw the new draw I did n't have to change my preparation , "" Medvedev said . """,O O O O O O O O O O O O O O O O O B-PER O O O,[],2.3306891918182373,88,10
38,5313,OB 1 Lotte 1,B-ORG O B-PER O,[],0.3406665325164795,71,10
39,5712,Volendam 0 .,B-ORG O O,"[{'entity': 'Volendam', 'label': 'LOC'}]",5.115678310394287,70,34
