,Unnamed: 0,id,sentence_text,ner_tags_str,entities,llm_time,llm_prompt_tokens,llm_completion_tokens
46,46,1531,"Two residents of the Atlantic resort , where Clinton was to have played golf with the Irish Foreign Minister Dick Spring , have been invited to the Democratic party convention in Chicago on August 26-29 .",O O O O B-LOC O O O B-PER O O O O O O O B-MISC O O B-PER I-PER O O O O O O B-MISC O O O B-LOC O O O O,"[{'entity': 'Atlantic', 'label': 'LOC'}, {'entity': 'Clinton', 'label': 'PER'}, {'entity': 'Irish', 'label': 'MISC'}, {'entity': 'Dick Spring', 'label': 'PER'}, {'entity': 'Democratic', 'label': 'MISC'}, {'entity': 'Chicago', 'label': 'LOC'}]",1.1505589485168457,201,138
47,47,3699,Exeter 2 Scarborough 2,B-ORG O B-ORG O,"[{'entity': 'Exeter', 'label': 'ORG'}, {'entity': 'Scarborough', 'label': 'ORG'}]",0.8173739910125732,168,63
48,48,7852,Chelsea makes political debut on Clinton train trip .,B-PER O O O O B-PER O O O,"[{'entity': 'Chelsea', 'label': 'PER'}, {'entity': 'Clinton', 'label': 'PER'}]",0.7893342971801758,169,61
49,49,10884,CAPE TOWN 1996-08-28,B-LOC I-LOC O,"[{'entity': 'CAPE TOWN', 'label': 'LOC'}]",0.7184629440307617,174,40
50,50,11731,"The Italian prime minister , in office since May 18 , will be the first Western leader to meet Islamist Prime Minister Necmettin Erbakan since he came to power on June 28 .",O B-MISC O O O O O O O O O O O O O B-MISC O O O B-MISC O O B-PER I-PER O O O O O O O O O,"[{'entity': 'Italian', 'label': 'MISC'}, {'entity': 'Western', 'label': 'MISC'}, {'entity': 'Islamist', 'label': 'MISC'}, {'entity': 'Necmettin Erbakan', 'label': 'PER'}]",0.8325555324554443,200,65
51,51,3099,""" As the nation 's leader in welfare reform , Wisconsin is far ahead of the curve and ready to go under this new system , "" Thompson said .",O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O B-PER O O,"[{'entity': 'Wisconsin', 'label': 'LOC'}, {'entity': 'Thompson', 'label': 'PER'}]",0.6445639133453369,191,61
52,52,6251,""" I think we would have liked to have more of Ingwe but it 's the question of adding value .",O O O O O O O O O O O B-ORG O O O O O O O O O,"[{'entity': 'Ingwe', 'label': 'ORG'}]",0.5534944534301758,183,40
53,53,417,English County Championship cricket matches on Thursday :,B-MISC B-MISC I-MISC O O O O O,"[{'entity': 'English', 'label': 'MISC'}, {'entity': 'County Championship', 'label': 'MISC'}]",0.8278794288635254,168,41
54,54,3316,TOKYO 1996-08-23,B-LOC O,"[{'entity': 'TOKYO', 'label': 'LOC'}]",0.7311451435089111,173,39
55,55,8969,Poland and Slovenia are hoping to be among the first group of former eastern bloc countries to join the European Union and NATO .,B-LOC O B-LOC O O O O O O O O O O O O O O O O B-ORG I-ORG O B-ORG O,"[{'entity': 'Poland', 'label': 'LOC'}, {'entity': 'Slovenia', 'label': 'LOC'}, {'entity': 'European Union', 'label': 'ORG'}, {'entity': 'NATO', 'label': 'ORG'}]",1.0540132522583008,184,106
56,56,6844,Sport Recife 5 2 1 2 7 6 7,B-ORG I-ORG O O O O O O O,"[{'entity': 'Sport Recife', 'label': 'ORG'}]",0.5578343868255615,177,40
57,57,6660,Dukla Banska Bystrica 3 FC Nitra 0,B-ORG I-ORG I-ORG O B-ORG I-ORG O,"[{'entity': 'Dukla Banska Bystrica', 'label': 'ORG'}, {'entity': 'FC Nitra', 'label': 'ORG'}]",0.8729197978973389,175,69
58,58,2081,NEW YORK 72 54 .571 -,B-ORG I-ORG O O O O,"[{'entity': 'NEW YORK', 'label': 'ORG'}]",0.8190317153930664,173,40
59,59,6197,""" The wheat will not be of a good quality this year , "" said Hryhory Borsuk , a scientist at the Mironivka Wheat Institute , run by the Ukrainian Academy of Agrarian Sciences .",O O O O O O O O O O O O O O O B-PER I-PER O O O O O B-ORG I-ORG I-ORG O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O,"[{'entity': 'Hryhory Borsuk', 'label': 'PER'}, {'entity': 'Mironivka Wheat Institute', 'label': 'ORG'}, {'entity': 'Ukrainian Academy of Agrarian Sciences', 'label': 'ORG'}]",0.9834103584289552,202,97
60,60,13426,Palestinians end four-hour strike .,B-MISC O O O O,"[{'entity': 'Palestinians', 'label': 'MISC'}]",0.848989725112915,169,41
61,61,11343,An Iraqi Kurdish group on Wednesday said it had agreed a new U.S.-brokered ceasefire with a rival faction after a previous accord was shattered by sporadic fighting between the groups in recent days .,O B-MISC I-MISC O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O,"[{'entity': 'Iraqi Kurdish', 'label': 'MISC'}, {'entity': 'U.S.-brokered', 'label': 'MISC'}]",0.6742038726806641,199,65
62,62,5961,Russian troops began to pull out from southern Chechnya on Sunday under a ceasefire agreement between Russian security chief Alexander Lebed and rebel leaders .,B-MISC O O O O O O O B-LOC O O O O O O O B-MISC O O B-PER I-PER O O O O,"[{'entity': 'Russian', 'label': 'MISC'}, {'entity': 'Chechnya', 'label': 'LOC'}, {'entity': 'Russian', 'label': 'MISC'}, {'entity': 'Alexander Lebed', 'label': 'PER'}]",1.0149497985839844,188,131
63,63,12239,4. Erik Dekker ( Netherlands ) Rabobank 43,O B-PER I-PER O B-LOC O B-ORG O,"[{'entity': 'Erik Dekker', 'label': 'PER'}, {'entity': 'Netherlands', 'label': 'LOC'}, {'entity': 'Rabobank', 'label': 'ORG'}]",0.9302022457122804,174,86
64,64,6755,Puebla 2 UNAM 1,B-ORG O B-ORG O,"[{'entity': 'Puebla', 'label': 'ORG'}, {'entity': 'UNAM', 'label': 'ORG'}]",0.6693501472473145,168,63
65,65,181,"The embassy official said the three men , believed to be in their 20s , were currently in Abu Dhabi .",O O O O O O O O O O O O O O O O O O B-LOC I-LOC O,"[{'entity': 'Abu Dhabi', 'label': 'LOC'}]",0.721602201461792,184,40
66,66,9180,"Atheist China officially bans missionary activities but often turns a blind eye to religious activities of people nominally employed as foreign language teachers , particularly in remote areas that are unable to attract other candidates .",O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[{'entity': 'China', 'label': 'LOC'}]",0.5564751625061035,197,39
67,67,1265,"He said a document would be completed in an hour 's time for signature by the two sides , who were working on a "" day-by-day schedule to stop the war in Chechnya . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O,"[{'entity': 'Chechnya', 'label': 'LOC'}]",0.7386977672576904,202,41
68,68,6860,Bragantino 4 0 0 4 3 12 0,B-ORG O O O O O O O,"[{'entity': 'Bragantino', 'label': 'ORG'}]",0.6112794876098633,179,41
69,69,1077,"-- Rosemary Bennett , London Newsroom +44 171 542 7715",O B-PER I-PER O B-ORG I-ORG O O O O,"[{'entity': 'Rosemary Bennett', 'label': 'PER'}, {'entity': 'London Newsroom', 'label': 'ORG'}]",0.6798000335693359,183,63
70,70,3072,But Enderle said the figure could have been even higher if Microsoft had done a better job of handling the huge demand for technical support from customers who were frustrated trying to install the system .,O B-PER O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O,"[{'entity': 'Enderle', 'label': 'PER'}, {'entity': 'Microsoft', 'label': 'ORG'}]",0.643474817276001,197,62
71,71,8722,"Fortuna Sittard 2 ( Jeffrey 7 , Roest 33 ) Heerenveen 4 ( Korneev",B-ORG I-ORG O O B-PER O O B-PER O O B-ORG O O B-PER,"[{'entity': 'Fortuna Sittard', 'label': 'ORG'}, {'entity': 'Jeffrey', 'label': 'PER'}, {'entity': 'Roest', 'label': 'PER'}, {'entity': 'Heerenveen', 'label': 'ORG'}, {'entity': 'Korneev', 'label': 'PER'}]",1.1969361305236816,187,136
72,72,2214,Summaries of Bundesliga matches on Friday :,O O B-MISC O O O O,"[{'entity': 'Bundesliga', 'label': 'MISC'}]",0.7286655902862549,168,62
73,73,7699,Richard Gephardt and Sen .,B-PER I-PER O O O,"[{'entity': 'Richard Gephardt', 'label': 'PER'}]",0.5057451725006104,166,41
74,74,10083,7. Ozers 8,O B-PER O,"[{'entity': 'Ozers', 'label': 'PER'}]",0.7261579036712646,167,14
75,75,8986,"His appeal to the opposition to back his attempt to oust Iliescu was unlikely to succeed , analysts said .",O O O O O O O O O O O B-PER O O O O O O O O,"[{'entity': 'Iliescu', 'label': 'PER'}]",0.6943142414093018,182,41
76,76,9478,A spokesman for Masood said he had told the California Republican at a meeting in northern Kabul that President Burhanuddin Rabbani 's government favoured talks with all Afghan factions to set up an interim government .,O O O B-PER O O O O O B-LOC B-MISC O O O O O B-LOC O O B-PER I-PER O O O O O O B-MISC O O O O O O O O,"[{'entity': 'Masood', 'label': 'PER'}, {'entity': 'California', 'label': 'LOC'}, {'entity': 'Republican', 'label': 'MISC'}, {'entity': 'Kabul', 'label': 'LOC'}, {'entity': 'Burhanuddin Rabbani', 'label': 'PER'}, {'entity': 'Afghan', 'label': 'MISC'}]",1.2668559551239014,200,113
77,77,9758,"The Airbus A310 was diverted first to Cyprus , then to Britain .",O B-MISC I-MISC O O O O B-LOC O O O B-LOC O,"[{'entity': 'Airbus A310', 'label': 'MISC'}, {'entity': 'Cyprus', 'label': 'LOC'}, {'entity': 'Britain', 'label': 'LOC'}]",0.9064764976501464,176,84
78,78,10774,Metz 4 2 1 1 6 4 7,B-ORG O O O O O O O,"[{'entity': 'Metz', 'label': 'ORG'}]",0.55816650390625,177,40
79,79,709,Paul Haarhuis ( Netherlands ) vs. Michael Joyce ( U.S. ),B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O,"[{'entity': 'Paul Haarhuis', 'label': 'PER'}, {'entity': 'Netherlands', 'label': 'LOC'}, {'entity': 'Michael Joyce', 'label': 'PER'}, {'entity': 'U.S.', 'label': 'LOC'}]",0.972874879837036,177,110
80,80,10504,TENNIS - GRAF WORKS HARD FOR FIRST-ROUND WIN .,O O B-PER O O O O O O,"[{'entity': 'GRAF', 'label': 'PER'}]",0.7207403182983398,172,39
81,81,127,"Poland 's labour ministry said this week it would send a team to Libya to investigate , but Awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .",B-LOC O O O O O O O O O O O O B-LOC O O O O B-PER O O O O O O O O O O O O O O O O O O O O,"[{'entity': 'Poland', 'label': 'LOC'}, {'entity': 'Libya', 'label': 'LOC'}, {'entity': 'Awdankiewicz', 'label': 'PER'}]",0.7423651218414307,205,86
82,82,2115,ST LOUIS 67 60 .528 1/2,B-ORG I-ORG O O O O,"[{'entity': 'ST LOUIS', 'label': 'ORG'}]",0.5272152423858643,177,40
83,83,8367,"Essex secretary-general manager Peter Edwards said : "" He is a remarkable batsman and still the best in this country .",B-ORG O O B-PER I-PER O O O O O O O O O O O O O O O O,"[{'entity': 'Essex', 'label': 'ORG'}, {'entity': 'Peter Edwards', 'label': 'PER'}]",0.9332590103149414,183,62
84,84,521,In Bistrita : Gloria Bistrita ( Romania ) 2 Valletta ( Malta ) 1,O B-LOC O B-ORG I-ORG O B-LOC O O B-LOC O B-LOC O O,"[{'entity': 'Bistrita', 'label': 'LOC'}, {'entity': 'Gloria Bistrita', 'label': 'ORG'}, {'entity': 'Romania', 'label': 'LOC'}, {'entity': 'Valletta', 'label': 'LOC'}, {'entity': 'Malta', 'label': 'LOC'}]",0.981858253479004,180,132
85,85,10868,Man-of-the-Match : Sanath Jayasuriya,O O B-PER I-PER,"[{'entity': 'Sanath Jayasuriya', 'label': 'PER'}]",0.7363314628601074,175,44
86,86,9111,"Arguing that CVG 's privatization would result in some 13,000 layoffs , compared to the government 's estimated 1,500 , CVG 's union leaders told reporters they would strike and stage protests if their concerns were not addressed .",O O B-ORG O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O,"[{'entity': 'CVG', 'label': 'ORG'}, {'entity': 'CVG', 'label': 'ORG'}]",0.6950047016143799,216,40
87,87,5290,BADMINTON - MALAYSIAN OPEN RESULTS .,O O B-MISC I-MISC O O,"[{'entity': 'MALAYSIAN OPEN', 'label': 'MISC'}]",0.8022303581237793,170,42
88,88,11053,Cricket - NZ face tough schedule at home and abroad .,O O B-LOC O O O O O O O O,"[{'entity': 'NZ', 'label': 'LOC'}]",0.5597038269042969,171,39
89,89,788,DETROIT AT KANSAS CITY,B-ORG O B-LOC I-LOC,"[{'entity': 'DETROIT', 'label': 'ORG'}, {'entity': 'KANSAS CITY', 'label': 'LOC'}]",0.8069641590118408,166,64
90,90,11484,"Amoco Corp officials said the company is in talks over crude oil production sharing in Yemen , but declined to comment on a published report Amoco had reached preliminary agreement on a block in the Shabwa area .",B-ORG I-ORG O O O O O O O O O O O O O B-LOC O O O O O O O O O B-ORG O O O O O O O O O B-LOC O O,"[{'entity': 'Amoco Corp', 'label': 'ORG'}, {'entity': 'Yemen', 'label': 'LOC'}, {'entity': 'Amoco', 'label': 'ORG'}, {'entity': 'Shabwa', 'label': 'LOC'}]",1.0637075901031494,202,110
91,91,4113,Linzer ASK 5 0 3 2 4 8 3,B-ORG I-ORG O O O O O O O,"[{'entity': 'Linzer ASK', 'label': 'ORG'}]",0.7219209671020508,178,41
92,92,3145,The purchase is not expected to have a material effect o SunGard 's financial condition or results of operations .,O O O O O O O O O O O B-ORG O O O O O O O O,"[{'entity': 'SunGard', 'label': 'ORG'}]",0.8214826583862305,182,40
93,93,9063,Russian serial killer strikes again .,B-MISC O O O O O,"[{'entity': 'Russian', 'label': 'MISC'}]",0.5128319263458252,166,39
94,94,5133,F.C. National Bucharest 4 2 1 1 7 6 7,B-ORG I-ORG I-ORG O O O O O O O,"[{'entity': 'F.C. National Bucharest', 'label': 'ORG'}]",0.7549190521240234,180,44
95,95,4933,Manchester United 2 Blackburn 2,B-ORG I-ORG O B-ORG O,"[{'entity': 'Manchester United', 'label': 'ORG'}, {'entity': 'Blackburn', 'label': 'ORG'}]",0.8494112491607666,168,63
96,96,8860,A spokesman for the American Stock Exchange would neither confirm or deny whether the exchange was looking into trading .,O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O,"[{'entity': 'American Stock Exchange', 'label': 'ORG'}]",0.7984774112701416,179,41
97,97,11640,"Prime Minister Costas Simitis criticized Evert today for unleashing a seven-point economic package that offers tax relief to merchants and other professionals , higher pensions to farmers and support for small business .",O O B-PER I-PER O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[{'entity': 'Costas Simitis', 'label': 'PER'}, {'entity': 'Evert', 'label': 'PER'}]",0.6847248077392578,199,65
98,98,9156,Lanusse was a candidate in the election but failed to defeat his old adversories and never returned to public office .,B-PER O O O O O O O O O O O O O O O O O O O O,"[{'entity': 'Lanusse', 'label': 'PER'}]",0.7158534526824951,183,40
99,99,7123,EASTERN DIVISION,B-MISC I-MISC,"[{'entity': 'EASTERN DIVISION', 'label': 'MISC'}]",0.569899320602417,164,41
100,100,10770,Bastia 4 2 2 0 4 1 8,B-ORG O O O O O O O,"[{'entity': 'Bastia', 'label': 'ORG'}]",0.5906848907470703,177,40
